Question,Number
"If we were able to walk in a straight line ignoring the curvature of the Earth, how far would we have to walk before our feet were not touching the ground?",2011
Are human chromosomes connected or separate molecules?,2012
"What, if any, paleoclimate data can be derived from stromatolite fossils?",2013
What or Who is Angular diameter?,2014
What or Who is Dynamometer?,2015
The rate of universal expansion is accelerating to the point that light from other galaxies will someday never reach us. Is it possible that this has already happened to an extent? Are there things forever out of our view? Do we have any way of really knowing the size of the universe?,2016
"People who are exposed to the cold more build a tolerance. Is this a physically built resistant, or is it all mental?",2017
How does a USB C port provide the power to charge laptops?,2018
What or Who is E number?,2019
"Why do musical semitones mess around with a confusing sharps / flats system instead of going A, B, C, D, E, F, G, H, I, J, K, L ?",2020
What or Who is Significance of numbers in Judaism?,2021
What or Who is Piano key frequencies?,2022
How many people are required to maintain genetic diversity?,2023
Is this a grass cell?,2024
What or Who is History of astronomy?,2025
Is the sun's volume shrinking currently?,2026
"If someone asks me 'how many apples are on the table', and I say 'five', am I counting them quickly in my head or do I remember what five apples look like?",2027
What or Who is Total fertility rate?,2028
What or Who is Telemetry?,2029
What or Who is History of the metric system?,2030
Complete alternatives to the Arduino IDE?,2031
"Liquids can't actually be incompressible, right?",2032
What or Who is Doc Savage?,2033
Why is an inductor not a good antenna?,2034
Can impact craters on the moon act like giant radio telescopes?,2035
What or Who is Psychic surgery?,2036
Are there biological reasons why life expectancy is lower for men in most countries of the world?,2037
Why do we use helium in balloons?,2038
"With people under quarantine and practicing social distancing, are we seeing a decrease in the number of people getting the flu vs. expectations?",2039
What or Who is Water memory?,2040
"Understanding DESeq2 design, contrast and results",2041
What does orthogonal mean in the context of statistics?,2042
Bias and variance in leave-one-out vs K-fold cross validation,2043
"Does animal blood, esp. human, really have similar salinity as ocean water, and does that prove anything about evolution?",2044
Funny identities,2045
"What exactly is the ""paradox"" in Olber's Paradox?",2046
Why is gradient the direction of steepest ascent?,2047
Silver and milk (or milk products),2048
What or Who is Questionnaire?,2049
Is it important to scale data before clustering?,2050
Why are weather service atmospheric pressures systematically different from those I measure in Johannesburg?,2051
What or Who is Coriolis force?,2052
How does remote sensing of ocean currents work?,2053
Plate Tectonics: Is it possible to have an ocean-continent divergent boundary,2054
Why don't we explode after drinking water?,2055
Running differential expression analyses on count matrices with many zeroes,2056
What is the very worst case scenario in relation to the rise in water levels? Can Earth become an ocean planet?,2057
"When flights get cancelled because of heavy winds / bad weather, why is it only e.g. 10% of all flights and not 100%? Isn’t either too dangerous so no plane can take off or it’s safe so they all can take off ?",2058
"What started the US Dust Bowl of the 1930s, and could it happen again?",2059
Might be very stupid so sorry in advance. But NASA says that Perseverance did about 7 months to travel to Mars and travelled about 480 million kilometres. But they say it travelled at a speed of about 39600 Km/h. And unless I made a dumb mistake that doesn't add up. Am I missing something?,2060
"What is the psychology behind not wanting to perform a task after being told to do it, even if you were going to do it anyways?",2061
What or Who is Psychologist?,2062
"Scientists created a “radioactive powered diamond battery” that can last up to 28,000 years. What is actually going on here?",2063
"The Human Genome Project cost $2.7 billion. 20 years later, it costs <$1000 to sequence the genome. Was the cost of the project fundamentally necessary for subsequent progress, or could we have ""waited"" for the technology to become cheaper?",2064
What or Who is Cartography?,2065
What or Who is Mercury-Redstone 3?,2066
What is the .632+ rule in bootstrapping?,2067
"If the Moon were impacted by a suitably sized meteor, how long would it take to impact the Earth?",2068
Aligning many long sequences,2069
What or Who is Social studies?,2070
What or Who is Apollo–Soyuz?,2071
Solid ground-plane vs hatched ground-plane,2072
What's the evidence against SARS-CoV-2 being engineered by humans?,2073
What or Who is MQTT?,2074
What or Who is Tropical year?,2075
What or Who is Stimulated emission?,2076
Why doesn't Earth's axis change during the year?,2077
What or Who is Daytime?,2078
Why is it that every snowflake is unique?,2079
What or Who is Speculative evolution?,2080
Does gravity have a range or speed?,2081
"Why do ""campfire smells"" (or other wood-burning smells) seem to stick to clothing/skin longer than other smells?",2082
Why is menstruation in wild animals not a disadvantage to organismal survival?,2083
"Given the way the Indian subcontinent was once a very large island, is it possible to find the fossils of coastal animals in the Himalayas?",2084
Can depression related cognitive decline be reversed?,2085
"Why can people walk many miles without discomfort, but when they stand for more than 15 minutes or so, they get uncomfortable?",2086
What or Who is V-2 rocket?,2087
Obtaining knowledge from a random forest,2088
"Ethiopia is building the largest hydroelectric power plant in Africa, Egypt opposes the dam which it believes will reduce the amount of water that it gets, Ethiopia asserts that the dam will in fact increase water flow to Egypt by reducing evaporation on Egypt's Lake Nasser, How so?",2089
"If there was a bag of 10 balls, 9 white and 1 red and 10 people including you has to pick one randomly and who gets the red ball wins, does it matter what order you all pick, or is it better to go first or last with probability?",2090
How do geologists find ore deposits?,2091
"Why can we develop a vaccine for COVID in 8 months, but still don't have a vaccine for other viruses that are decades old?",2092
Is a spider's vision stitched together like ours?,2093
Reasons not to use a 741 op-amp?,2094
Is '$10$' a magical number or I am missing something?,2095
Why do microcontrollers have so little RAM?,2096
What is the Jacobian matrix?,2097
Free resources for learning R,2098
What or Who is Francis Galton?,2099
How do birds survive the incredible cold temperatures of the polar vortex?,2100
How come uranium's relative atomic mass is 238.03 when it only contains isotopes with a mass number of 238 or less?,2101
"In this image taken by Voyager 1, which is closer: the earth or the moon?",2102
Why is euthanasia often the only option when a horse breaks its leg?,2103
What or Who is Experience?,2104
how can canned meats like fish and chicken last years at room temperature when regularly packaged meats only last a few weeks refrigerated unless frozen?,2105
Natural Bond Orbital analysis: Significance of stabilization energy determined by 2nd order perturbation,2106
"Purpose of ""wave shaped"" PCB traces",2107
Have we ever observed a large meteor hit the Moon?,2108
What or Who is Electron paramagnetic resonance?,2109
What is the fastest way to get the reverse complement of a DNA sequence in python?,2110
